syntax-test-p,negative-syntax-test-p,query-evaluation-test-p,type,suite,collection,name,failedp,implementedp,parsing-succeeded-p,translation-succeeded-p,initialization-succeeded-p,rule-type,different-semantics-p,running-succeeded-p,comparing-succeeded-p
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-18,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-19,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-20,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-07,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-08,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-09,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-10,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-11,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-12,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-13,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-struct-14,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lists-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lists-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lists-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lists-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lists-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-bnodes-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-bnodes-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-bnodes-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-bnodes-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-bnodes-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-forms-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-forms-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-union-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-union-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-expr-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-expr-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-expr-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-expr-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-expr-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-order-07,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-limit-offset-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-limit-offset-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-limit-offset-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-limit-offset-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-pat-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-pat-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-pat-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-pat-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-07,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-08,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-09,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-10,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-11,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-12,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-13,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-general-14,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-keywords-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-keywords-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-keywords-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-lists-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-lists-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-lists-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-lists-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-lists-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-bnode-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-bnode-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-bnode-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-function-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-function-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-function-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-function-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-select-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-select-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-ask-02,False,True,True,True,True,ASK,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-construct01,False,True,True,True,True,CONSTRUCT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-construct02,False,True,True,True,True,CONSTRUCT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-construct03,False,True,True,True,True,CONSTRUCT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-construct04,False,True,True,True,True,CONSTRUCT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-construct06,False,True,True,True,True,CONSTRUCT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-describe01,False,True,True,True,True,DESCRIBE,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-form-describe02,False,True,True,True,True,DESCRIBE,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-dataset-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-dataset-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-dataset-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-dataset-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-graph-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-graph-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-graph-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-graph-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-graph-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-esc-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-esc-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-esc-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-esc-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql2,syntax-esc-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-02,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-03,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-04,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-05,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-06,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-07,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,syn-08,False,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-01,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-02,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-03,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-04,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-05,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-06,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-07,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-08,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-09,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-10,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-11,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-12,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-13,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-14,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-15,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-16,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-17,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-18,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-19,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-20,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-21,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-22,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-23,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-24,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-25,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-26,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-27,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-28,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-29,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-30,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-31,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,bnode-dot,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,bnodes-missing-pvalues-01,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,bnodes-missing-pvalues-02,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,empty-optional-01,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,empty-optional-02,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,filter-missing-parens,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,lone-list,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,lone-node,False,True,False,False,False,,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql3,blabel-cross-filter,False,True,True,True,True,ASK,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,blabel-cross-graph-bad,True,True,True,True,True,ASK,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,blabel-cross-optional-bad,True,True,True,True,True,ASK,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,blabel-cross-union-bad,True,True,True,True,True,ASK,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql4,syn-09,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql4,syn-10,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql4,syn-11,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql4,syn-leading-digits-in-prefixed-names,False,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-34,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-35,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-36,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-37,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-38,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-OPT-breaks-BGP,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-UNION-breaks-BGP,True,True,True,True,True,SELECT,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-GRAPH-breaks-BGP,True,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql5,syntax-reduced-01,False,True,True,True,True,SELECT,False,,
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql5,syntax-reduced-02,False,True,True,True,True,SELECT,False,,
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-001,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-002,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-003,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-004,False,True,True,True,True,SELECT,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-01,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-02,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-03,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-04,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-05,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-06,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-07,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-08,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-09,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-10,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-11,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-12,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-13,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-14,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-15,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-16,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-17,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-18,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-19,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-20,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-21,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-22,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-23,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-24,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-25,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-26,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-27,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-28,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-29,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-30,True,True,True,True,True,ASK,False,True,False
True,False,True,UpdateEvaluationTest,data-sparql11,add,add01,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add02,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add03,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add04,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add05,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add06,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add07,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add08,True,True,True,False,False,,False,,
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg03,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg04,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg05,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg07,True,True,True,True,True,SELECT,False,True,False
True,True,False,NegativeSyntaxTest11,data-sparql11,aggregates,agg08,False,True,False,False,False,,False,,
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg08b,True,True,True,True,True,SELECT,False,True,False
True,True,False,NegativeSyntaxTest11,data-sparql11,aggregates,agg09,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest11,data-sparql11,aggregates,agg10,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest11,data-sparql11,aggregates,agg11,False,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest11,data-sparql11,aggregates,agg12,False,True,False,False,False,,False,,
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-groupconcat-01,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-groupconcat-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-groupconcat-03,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-avg-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-avg-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-min-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-min-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-max-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-max-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-sum-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-sum-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-sample-01,False,True,True,True,True,ASK,False,True,True
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-err-01,True,True,False,False,False,,False,,
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-err-02,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg-empty-group,True,True,True,True,True,SELECT,False,True,False
True,False,True,UpdateEvaluationTest,data-sparql11,basic-update,insert-data-spo1,False,True,True,True,True,MODIFY,False,True,True
